"houseCode","title","rentYuanPerMonth","district","businessArea","community","area","orientation","layout","floor","tags","brand","maintenance","detailUrl","coverUrl","photoCount","photoStatus","photoUrls","photoError","listPageUrl","page","collectedAt"
"BJ2192601293845954560","整租·南沙滩小区 2室1厅 南","6800","朝阳区","南沙滩","南沙滩小区","56.61㎡","南","2室1厅1卫","高楼层 （6层）","近地铁|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2192601293845954560.html","https://ke-image.ljcdn.com/110000-inspection/pc1_VlmqZCT3c_1.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_DWT6C2uIU_1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_OVKM2ztxn_1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_VlmqZCT3c_1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_gdAkXjqRT_1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_GLNHRTyhZ_1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_pMkG0Ffz2.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_1OfoFY6pb.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2197630146532343808","整租·天和人家 2室1厅 西南","9000","朝阳区","南沙滩","天和人家","92.24㎡","西南","2室1厅1卫","中楼层 （18层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2197630146532343808.html","https://ke-image.ljcdn.com/110000-inspection/pc1_OF3czAoqV.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_erjcXTLRJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_YADYZmFZt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_OC4ty2Nvr.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_OF3czAoqV.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_AqNcP6f64.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_5Cm1yuTgL.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2187409387654479872","整租·中和家园 2室1厅 东南","7500","朝阳区","南沙滩","中和家园","72.38㎡","东南","2室1厅1卫","低楼层 （6层）","近地铁|精装|集中供暖","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2187409387654479872.html","https://ke-image.ljcdn.com/110000-inspection/pc1_dDowYu02z.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_i1kWjJ2EN.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_zCkpLoVia.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_dDowYu02z.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_5fX6sbAmF.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_siv8d4dd4.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_tXY4NkFDP.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_4GsWbfzK4.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2199221218597404672","整租·中和家园 3室1厅 东/西","10500","朝阳区","南沙滩","中和家园","114.45㎡","东 西","3室1厅1卫","高楼层 （14层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2199221218597404672.html","https://ke-image.ljcdn.com/110000-inspection/pc1_mag27yj3o.jpg!m_fill,w_250,h_182,l_fbk,o_auto","8","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_mag27yj3o.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_2PgcvEWbt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_uK2QVbc0C.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_UvrJ6kw4B.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_BMIoAw5Xj.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_dhWKTy3Mf.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_HqHVIFQbd.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Jlu1tcaxW.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/rt200600000001l1l2/","1","2026/8/23 17:05:25"
"BJ2179454050423013376","整租·中和家园 2室1厅 东","7000","朝阳区","南沙滩","中和家园","66.00㎡","东","2室1厅1卫","中楼层 （14层）","近地铁|集中供暖","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2179454050423013376.html","https://ke-image.ljcdn.com/110000-inspection/pc1_mRoimhxH8.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_mRoimhxH8.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ui4vgJcgq.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_7nxhGjuFB.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_nm6v13Dec.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_oxJNEMX3J.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_EWGMOD21M.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2184976033671806976","整租·石油大院 2室1厅 南","6900","海淀区","二里庄","石油大院","55.00㎡","南","2室1厅1卫","高楼层 （6层）","近地铁|集中供暖|随时看房","链家",,"https://bj.zu.ke.com/zufang/BJ2184976033671806976.html","https://ke-image.ljcdn.com/110000-inspection/pc1_wHt8mmDu2.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_wHt8mmDu2.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_vutkiO8vf.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_t5TNGcrn4.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_K9ppxq19o.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_G9rDQLEyQ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_dCZm64AMq.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_BblM2rZtP.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2098386254553939968","整租·北沙滩小区 2室1厅 西北","5300","朝阳区","奥林匹克公园","北沙滩小区","51.00㎡","西北","2室1厅1卫","低楼层 （6层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ2098386254553939968.html","https://ke-image.ljcdn.com/lease-image/house/24ced045-4f58-4194-97b7-a2e0abf5a66f.jpg.250x182.jpg","6","multi","https://ke-image.ljcdn.com/lease-image/house/24ced045-4f58-4194-97b7-a2e0abf5a66f.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/ea66eb14-0a1c-4015-bbe9-86cb5d53772e.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/096a75f4-e6ff-4f83-86a6-ca1d8b6139c9.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/76a067a6-b666-44b5-a43b-f924116677e7.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/b3630806-5276-4a38-87e3-fc76065c6018.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/be0b52b0-87a2-4e3b-9c29-6d3be236a12c.jpg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2183043643613380608","整租·北沙滩小区 2室1厅 南/北","9300","朝阳区","奥林匹克公园","北沙滩小区","111.27㎡","南 北","2室1厅1卫","高楼层 （6层）","近地铁|精装|集中供暖|随时看房","链家","1天前维护","https://bj.zu.ke.com/zufang/BJ2183043643613380608.html","https://ke-image.ljcdn.com/110000-inspection/pc1_WOirqG6RE.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_PdCORfyCR.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_8Bdh2mX9q.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_WOirqG6RE.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_noQyWFj87.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_PCLXLjvxG.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_r0Mr2Eyo8.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2198032333502676992","整租·北沙滩小区 3室2厅 南/北","9300","朝阳区","奥林匹克公园","北沙滩小区","103.00㎡","南 北","3室2厅1卫","高楼层 （6层）","近地铁|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2198032333502676992.html","https://ke-image.ljcdn.com/110000-inspection/pc1_3U2uLu1lb.jpg!m_fill,w_250,h_182,l_fbk,o_auto","10","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_pOffgjeTp.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_1kzzVkXTz.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_sPBSDjaVt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_3U2uLu1lb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_IjqkAT3zi.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_FSmtO77Rl.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_7vRa0e7IQ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_TvvWchveC.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Rkh6e42bV.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_pEeWRXQ2v.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ1790615928593973248","整租·天和人家 2室1厅 南/北","9500","朝阳区","南沙滩","天和人家","128.59㎡","南 北","2室1厅1卫","低楼层 （24层）","自营|近地铁|精装|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ1790615928593973248.html","https://ke-image.ljcdn.com/lease-image/house/2be684d2-58a3-4353-93ce-8c48e77f102e.jpg.250x182.jpg","7","multi","https://ke-image.ljcdn.com/lease-image/house/572021b9-2833-41e9-8d1e-ca9af3dc6d97.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/5c015515-3d8b-45bf-8263-97e7d97657d7.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/2be684d2-58a3-4353-93ce-8c48e77f102e.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/bca652e9-3f5e-4c9d-80dd-566abb7c6192.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/49c493e3-438a-425d-bd14-02317ca9e897.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/3eb6e421-8d69-44d0-939f-2d0760c15766.jpg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/dd052116-d939-435c-9604-a7c23aba5923.png.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2187765291478417408","整租·北沙滩小区 2室1厅 东","10000","朝阳区","奥林匹克公园","北沙滩小区","99.00㎡","东","2室1厅1卫","中楼层 （11层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2187765291478417408.html","https://ke-image.ljcdn.com/110000-inspection/pc1_sHmhrXdPd.jpg!m_fill,w_250,h_182,l_fbk,o_auto","11","multi","https://ke-image.ljcdn.com/110000-inspection/5965c4921e44ba6eb4b9529232a31c11.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/3ab352d8fcaf8aa182de6d92121b2021.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_sHmhrXdPd.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/204dec1a13543e8b8c1c58f588f40455.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/47b1939a1fce65f753b68b6ac12927da.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/444af6a85e8d4e0929654938e472c11b.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/7d6d22d1084932eea5faa95ea11fd410.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/920246505e3967759de2291c1cf367fc.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/bd93f6da992240692000b533178a47fb.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/8e609b8336ce787b5913f78215797675.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/4e8ad75e91cb5bdcb07589b90e72a9fd.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ1758367273539600384","整租·南沙滩小区 2室1厅 南/北","6000","朝阳区","南沙滩","南沙滩小区","59.67㎡","南 北","2室1厅1卫","高楼层 （6层）","自营|近地铁|集中供暖|押一付一|随时看房","贝壳优选","今天维护","https://bj.zu.ke.com/zufang/BJ1758367273539600384.html","https://ke-image.ljcdn.com/lease-image/house/7c7050d967ff03d2649022f3e998ecba.jpeg.250x182.jpg","8","multi","https://ke-image.ljcdn.com/lease-image/house/7c7050d967ff03d2649022f3e998ecba.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/269eb8d818264db1b96ec2965e3603fa.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/550a3a0b3ebb73db7f713ee16953cbff.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/f385b8e509d4d65ab14f31ab39095e85.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/5df9c2b70bf19b178af17846189a9864.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/b880e00320d7e5d6497d574722111d84.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/2de1121ffb926c8ff539953df361a4a8.jpeg.780x439.jpg|https://ke-image.ljcdn.com/lease-image/house/50bc6ad2358ae5265f39259620098faf.jpeg.780x439.jpg",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2198753693547888640","整租·北沙滩小区 2室1厅 南","7000","朝阳区","奥林匹克公园","北沙滩小区","51.16㎡","南","2室1厅1卫","中楼层 （5层）","近地铁|精装|集中供暖|随时看房","链家",,"https://bj.zu.ke.com/zufang/BJ2198753693547888640.html","https://ke-image.ljcdn.com/110000-inspection/pc1_HAAGe2ax5.jpg!m_fill,w_250,h_182,l_fbk,o_auto","11","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_HAAGe2ax5.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_9uzqUU1m3.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_wBqCOG4uE.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_4uJNciVjC.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_GHIpaNTDY.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_1JTBTD2Qt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_7VIZFKkgx.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_2nNU5teRK.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_qeOVfRrx6.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_wvCWDQ5k1.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_14txHleFd.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2183119988431257600","整租·石油大院 3室1厅 南/北","16500","海淀区","二里庄","石油大院","118.00㎡","南 北","3室1厅1卫","低楼层 （14层）","近地铁|精装|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2183119988431257600.html","https://ke-image.ljcdn.com/110000-inspection/b544f60c-c72a-499b-8086-30693a911d12.jpg!m_fill,w_250,h_182,l_fbk,o_auto","7","multi","https://ke-image.ljcdn.com/110000-inspection/6e3acdc2-08b2-4714-bca3-c8cb4d6108c0.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/ca73d2c7-669a-40c5-bd2d-c9732eb8238c.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/b4612196-81cf-4f36-bd8b-9d5553d47b4d.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/b544f60c-c72a-499b-8086-30693a911d12.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/fd656fa2-ad71-4272-9941-4f4cac4a64ed.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/033d649f-a68a-4bd3-9340-7a40aa934886.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/deb942c2-0a1c-42e4-851e-be8935e6f0ab.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2179910077475979264","整租·南沙滩小区 2室1厅 南","6800","朝阳区","南沙滩","南沙滩小区","60.07㎡","南","2室1厅1卫","高楼层 （6层）","近地铁|集中供暖","链家",,"https://bj.zu.ke.com/zufang/BJ2179910077475979264.html","https://ke-image.ljcdn.com/110000-inspection/pc1_wQBhbM1vD.jpg!m_fill,w_250,h_182,l_fbk,o_auto","6","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_wQBhbM1vD.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_cn8ThfZxe.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_IeZJbmZiJ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_K8RTbROEC.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_ZG4ydpzqM.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_J37qM5RWk.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2190314114474049536","整租·南沙滩小区 3室1厅 东/北","9500","朝阳区","南沙滩","南沙滩小区","115.38㎡","东 北","3室1厅1卫","高楼层 （22层）","近地铁|精装|集中供暖|随时看房","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2190314114474049536.html","https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20260812154717866","0","none_or_single","",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2177608704411566080","整租·华源冠军城 3室1厅 东南/北","19000","朝阳区","南沙滩","华源冠军城","181.42㎡","东南 北","3室1厅2卫","高楼层 （23层）","近地铁|精装|集中供暖|双卫生间","链家","2天前维护","https://bj.zu.ke.com/zufang/BJ2177608704411566080.html","https://ke-image.ljcdn.com/110000-inspection/pc1_cx86n4e4p.jpg!m_fill,w_250,h_182,l_fbk,o_auto","10","multi","https://ke-image.ljcdn.com/110000-inspection/pc1_cx86n4e4p.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722180_3JZG1VKxV.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722220_jMSHfDvPS.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722260_EsacEAwDU.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722370_trJa2bANc.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722070_bWaTFMtjZ.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722080_R4Tupbh9z.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722450_rEznYF7jS.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722520_HE8FNbDwD.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/17843722650_FXIjr2Z58.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
"BJ2202075881726279680","整租·石油大院 3室1厅 南/北","16000","海淀区","二里庄","石油大院","119.47㎡","南 北","3室1厅1卫","低楼层 （14层）","新上|近地铁|精装|集中供暖|随时看房","即刻租","2天前维护","https://bj.zu.ke.com/zufang/BJ2202075881726279680.html","https://ke-image.ljcdn.com/110000-inspection/pc0_6mgmryGHj.jpg!m_fill,w_250,h_182,l_fbk,o_auto","8","multi","https://ke-image.ljcdn.com/110000-inspection/pc0_6mgmryGHj.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_t5r1d5Lyr.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Vl5D6cHJi.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc1_tpgGYluXt.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_hLIAzQmGn.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_Cpwor4mCe.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_o9Sw6fWdv.jpg!m_fill,w_780,h_439,l_fbk,o_auto|https://ke-image.ljcdn.com/110000-inspection/pc0_PYnA2piCx.jpg!m_fill,w_780,h_439,l_fbk,o_auto",,"https://bj.zu.ke.com/ditiezufang/li43143633s46538455/pg2rt200600000001l1l2/","2","2026/8/23 17:05:27"
